titulo,operacion,sector_buscado,precio_texto,precio_num,moneda,habitaciones,banos,metros_m2,amueblado,ubicacion,url
Vive en el Sector Más Exclusivo del Distrito Nacional con Amenidades de Lujo,venta,todos,"US$ 200,000",200000.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vive-en-el-sector-mas-exclusivo-del-distrito-nacional-con-amenidades-de-lujo-t7f3jwf
Apartamento en Boca Chica cerca de la playa en ven,venta,todos,"US$ 145,000",145000.0,USD,1.0,1,70.0,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-boca-chica-cerca-de-la-playa-en-ven-5fjckgt
"Apartamento en Boca Chica, con una de las mejores ubicaciones de la zona.",venta,todos,"US$ 145,000",145000.0,USD,1.0,1,70.0,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-boca-chica-con-una-de-las-mejores-ubicaciones-de-la-zona-1d2fnt8
Apartamento amplio en venta en Malecón Center,venta,todos,"US$ 400,000",400000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-amplio-en-venta-en-malecon-center-xxd4rfx
"Apartamento con Jacuzzi, totalmente amueblado en Malecón Center",venta,todos,"US$ 410,000",410000.0,USD,3.0,3,400.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-con-jacuzzi-totalmente-amueblado-en-malecon-center-xm64zza
Apartamento en venta frente al mar de 3 habitaciones,venta,todos,"US$ 310,000",310000.0,USD,3.0,3,282.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-frente-al-mar-de-3-habitaciones-wpcv6am
Amplio y Hermoso Apartamento en Evaristo Morales | 3 Habitaciones | 2 Parqueos,venta,todos,"RD$ 14,000,000",14000000.0,DOP,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/amplio-y-hermoso-apartamento-en-evaristo-morales-3-habitaciones-2-parqueos-pbh1vc8
APARTAMENTO AMUEBLADO Y EQUIPADO EN MALECON CENTER,venta,todos,"US$ 145,000",145000.0,USD,1.0,1,70.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-amueblado-y-equipado-en-malecon-center-bdrk033
Ocho Tree Tower,venta,todos,"US$ 186,000",186000.0,USD,2.0,1,58.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/ocho-tree-tower-cajwe82
Apartamento en venta y alquiler de 1 habitacion am,venta,todos,"US$ 140,000",140000.0,USD,1.0,1,66.0,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-y-alquiler-de-1-habitacion-am-q44jefb
VENDO APARTAMENTO DE UNA HABITACION EN MALECON CEN,venta,todos,"US$ 128,000",128000.0,USD,1.0,1,70.0,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-apartamento-de-una-habitacion-en-malecon-cen-ph3hk4r
APARTAMENTO EN VENTA AMUEBLADO EN MALECON CENTER,venta,todos,"US$ 295,000",295000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-amueblado-en-malecon-center-nc5mgwn
"APARTAMENTO EN VENTA EN MALECON CENTER, DE 2 HABIT",venta,todos,"US$ 260,000",260000.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-en-malecon-center-de-2-habit-mpjee6s
Apartamento amueblado con piscina y vista al mar y,venta,todos,"US$ 225,000",225000.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-amueblado-con-piscina-y-vista-al-mar-y-kcss68z
APARTAMENTO AMUEBLADO EN VENTA Y ALQUILER EN MALEC,venta,todos,"US$ 145,000",145000.0,USD,2.0,1,68.0,sí,"Distrito Nacional, Santo Domingo.San Gerónimo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-amueblado-en-venta-y-alquiler-en-malec-hergpdm
Apartamentos nuevos Airbnb Friendly ubicados en la Julia,venta,todos,"US$ 96,000",96000.0,USD,1.0,1,,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-nuevos-airbnb-friendly-ubicados-en-la-julia-9n9k2mm
APARTAMENTO EN VENTA EN EVARISTO MORALES,venta,todos,"US$ 222,000",222000.0,USD,3.0,3,167.0,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-en-evaristo-morales-te54771
"Residencial RH II – Apartamentos en Los Tres Ojos, Santo Domingo Este",venta,todos,"RD$ 6,950,000",6950000.0,DOP,3.0,3,112.0,sí,"location_onSanto Domingo Este, Santo Domingo.Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/residencial-rh-ii-apartamentos-en-los-tres-ojos-santo-domingo-este-t7vktr9
Apartamento con impresionantes vistas al mar y una amplia terraza,venta,todos,"US$ 135,000",135000.0,USD,1.0,1,,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-con-impresionantes-vistas-al-mar-y-una-amplia-terraza-kw0bv5g
Ecos Garden – Villas privadas de 1 y 2 niveles,venta,todos,"US$ 137,500",137500.0,USD,2.0,3,,sí,"location_onSanto Domingo Este, Santo Domingo.Otro, Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/ecos-garden-villas-privadas-de-1-y-2-niveles-xgxnz0v
Riviera Verde – Apartamentos en Santo Domingo Este,venta,todos,"US$ 82,000",82000.0,USD,3.0,3,70.0,sí,"location_onSanto Domingo Este, Santo Domingo.Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/riviera-verde-apartamentos-en-santo-domingo-este-syrd7j9
Residencial Alta Riva – Autopista Las Américas,venta,todos,"US$ 73,427",73427.0,USD,3.0,3,86.0,sí,"Santo Domingo Este, Santo Domingo.null, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/residencial-alta-riva-autopista-las-americas-gjcafy1
Oferta apartamento Malecón Center,venta,todos,"US$ 110,000",110000.0,USD,1.0,1,66.0,sí,"Distrito Nacional, Santo Domingo.Otro, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/oferta-apartamento-malecon-center-f16fc43
Tu nuevo hogar en Santo Domingo Norte te espera!,venta,todos,"US$ 117,000",117000.0,USD,3.0,3,88.0,sí,"Distrito Nacional, Santo Domingo.Laderas De Arroyo Hondo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/tu-nuevo-hogar-en-santo-domingo-norte-te-espera-pb1g14n
"🏙️✨ Apartamento en Venta en Naco, Distrito Naciona",venta,todos,"US$ 230,000",230000.0,USD,3.0,3,183.0,sí,"Distrito Nacional, Santo Domingo.Ensanche Naco, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-en-naco-distrito-naciona-pdr5d1m
✨🏡 ¡APARTAMENTO EN VENTA EN EL MILLÓN! 🏡✨ proximo,venta,todos,"RD$ 9,000,000",9000000.0,DOP,3.0,3,115.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-en-el-millon-proximo-z3rbbjz
"Apartamento Próximo A Mirador Sur, Primer Piso Con",venta,todos,"RD$ 8,800,000",8800000.0,DOP,2.0,2,93.0,sí,"Distrito Nacional, Santo Domingo.Buenos Aires del Mirador, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-proximo-a-mirador-sur-primer-piso-con-7m1nd1c
Edificio en Venta en GASCUE,venta,todos,"US$ 1,250,000",1250000.0,USD,3.0,1,87.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/edificio-en-venta-en-gascue-9ssdbh1
Quintas del Valle – Casas en Santo Domingo Oeste,venta,todos,"RD$ 6,850,000",6850000.0,DOP,3.0,3,,sí,"location_onSanto Domingo Oeste, Santo Domingo.Santo Domingo Oestehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/quintas-del-valle-casas-en-santo-domingo-oeste-t677174
"APARTAMENTOS EN PROYECTO EN SANTO DOMINGO, MIRADOR DEL OESTE, DE 2 HABITACIONES.",venta,todos,"US$ 107,000",107000.0,USD,2.0,2,,sí,"Santo Domingo Oeste, Santo Domingo.Santo Domingo Oeste",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-en-proyecto-en-santo-domingo-mirador-del-oeste-de-2-habitaciones-d80dnfc
"Proyecto de Apartamentos de 1 habitación en La Julia, Airbnb Friendly.",venta,todos,"US$ 114,811",114811.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/proyecto-de-apartamentos-de-1-habitacion-en-la-julia-airbnb-friendly-0xjjm36
APARTAMENTO EN VENTA – EVARISTO MORALES,venta,todos,"US$ 230,000",230000.0,USD,2.0,2,,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-evaristo-morales-vtttgg1
Apartamento en Venta en Evaristo Morales – Próximo,venta,todos,"US$ 139,000",139000.0,USD,2.0,2,110.0,sí,"Distrito Nacional, Santo Domingo.Evaristo Morales, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-en-evaristo-morales-proximo-1asd4dj
"Villa Marina, Distrito Nacional, Santo Domingo Inv",venta,todos,"US$ 108,000",108000.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Villa Marina, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/villa-marina-distrito-nacional-santo-domingo-inv-tnvge9f
Oportunidad: Frente al Mirador Norte,venta,todos,"US$ 108,000",108000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/oportunidad-frente-al-mirador-norte-7zym5xp
"Torre con vista despejada en lo mejor de Naco, amenidades premiun",venta,todos,"US$ 190,600",190600.0,USD,3.0,1,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/torre-con-vista-despejada-en-lo-mejor-de-naco-amenidades-premiun-ebcb927
JP TOWER XII,venta,todos,"US$ 158,843",158843.0,USD,2.0,1,229.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/jp-tower-xii-c7pzpky
"Impresionante torre de 20 pisos, vista panorámica US$210,000",venta,todos,"US$210,000",210000.0,USD,3.0,2,17.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/impresionante-torre-de-20-pisos-vista-panoramica-us-210-000-bt651c5
"Apartamentos con amplia área social, En La Jacobo Majluta.",venta,todos,"US$ 78,300",78300.0,USD,3.0,3,,sí,"Santo Domingo Norte, Santo Domingo.Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-con-amplia-area-social-en-la-jacobo-majluta-2qnrrks
Apartamento en venta de lujo en Malecon Center,venta,todos,"US$ 375,000",375000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-de-lujo-en-malecon-center-3yaenh8
Apartamento de 3 Habitaciones + Estudio Próximo al,venta,todos,"US$ 245,000",245000.0,USD,3.0,3,35.0,sí,"Distrito Nacional, Santo Domingo.Mirador Sur, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-de-3-habitaciones-estudio-proximo-al-fmc5tgt
Apartamento en Primer Piso en Venta – Renacimiento,venta,todos,"US$ 152,000",152000.0,USD,2.0,2,125.0,sí,"Distrito Nacional, Santo Domingo.Renacimiento, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-primer-piso-en-venta-renacimiento-dnd8azs
apartamento próximo a mirador sur  3 habitaciones,venta,todos,"RD$ 10,500,000",10500000.0,DOP,3.0,3,136.0,sí,"Distrito Nacional, Santo Domingo.Jardines Del Sur, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-proximo-a-mirador-sur-3-habitaciones-bv54acz
Apartamento de 1 Habitación en Zona Residencial Pr,venta,todos,"RD$ 5,900,000",5900000.0,DOP,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Dominicanos Ausentes, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-de-1-habitacion-en-zona-residencial-pr-mr76r2z
APARTAMENTOS A LA VENTA EN BRISA ORIENTAL VIII,venta,todos,"RD$ 6,500,000",6500000.0,DOP,3.0,3,90.0,sí,"location_onSanto Domingo Este, Santo Domingo.Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-a-la-venta-en-brisa-oriental-viii-c9682gd
Boca Chica Residence - cerca de la playa,venta,todos,"US$ 84,500",84500.0,USD,3.0,3,,sí,"Boca Chica, Santo Domingo.Boca Chica",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/boca-chica-residence-cerca-de-la-playa-kg30xtv
apartamento clásico en Alma Rosa ll,venta,todos,"RD$ 5,600,000",5600000.0,DOP,3.0,3,150.0,sí,"Santo Domingo Este, Santo Domingo.Alma Rosa II, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-clasico-en-alma-rosa-ll-ye8bas1
Proyecto de Apartamentos en Las Palmas de Alma Rosa – Santo Domingo Este,venta,todos,"US$ 210,617",210617.0,USD,3.0,3,145.0,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/proyecto-de-apartamentos-en-las-palmas-de-alma-rosa-santo-domingo-este-2ey0hga
"Apartamento en Venta – Ensanche Naco, Santo Domingo 9vo piso",venta,todos,"US$ 260,000",260000.0,USD,2.0,2,127.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-ensanche-naco-santo-domingo-9vo-piso-rsstc5y
Vendo Apartamento de 3 Habitaciones en Arroyo Hond,venta,todos,"RD$ 8,900,000",8900000.0,DOP,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Arroyo Hondo, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-apartamento-de-3-habitaciones-en-arroyo-hond-5tbk9cy
"Aptos 1, 2 y 3 hab en SD con plaza y parque central",venta,todos,"US$ 177,500",177500.0,USD,3.0,3,57.0,sí,"Distrito Nacional, Santo Domingo.Ciudad Nueva, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/aptos-1-2-y-3-hab-en-sd-con-plaza-y-parque-central-bmfmme4
Apartamentos nuevos en venta en Prado Oriental,venta,todos,"US$ 125,000",125000.0,USD,3.0,3,,sí,"Santo Domingo Este, Santo Domingo.Prado Oriental, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-nuevos-en-venta-en-prado-oriental-qjcdgqh
Apartamento en Los Cacicazgos con Impresionante Vistas,venta,todos,"US$ 350,000",350000.0,USD,3.0,3,82.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-los-cacicazgos-con-impresionante-vistas-4tbvddy
¡Vendo dos apartamentos de 1 y 2 habitaciones en Mirador norte!,venta,todos,"US$ 170,000",170000.0,USD,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-dos-apartamentos-de-1-y-2-habitaciones-en-mirador-norte-bme79eb
Apartamento amueblado,venta,todos,"US$ 170,000",170000.0,USD,2.0,2,,sí,"Boca Chica, Santo Domingo.Boca Chica, Boca Chica",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-amueblado-v7h8dhc
Proyecto DIOSA II,venta,todos,"US$ 101,811",101811.0,USD,,3,,sí,"Santo Domingo Este, Santo Domingo.Isabelita, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/proyecto-diosa-ii-gsstgr7
Proyecto Residencial en Los Prados,venta,todos,"US$ 173,000",173000.0,USD,2.0,2,13.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/proyecto-residencial-en-los-prados-sa60pd2
"El Millon, Distrito Nacional, Santo Domingo ✨ Apar",venta,todos,"RD$ 7,200,000",7200000.0,DOP,2.0,2,80.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/el-millon-distrito-nacional-santo-domingo-apar-z8506jz
¡Descubre un proyecto exclusivo en Renacimiento!,venta,todos,"US$ 239,200",239200.0,USD,1.0,2,58.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/descubre-un-proyecto-exclusivo-en-renacimiento-ep4s9qz
Residencial Emil – Apartamento de 2 Habitaciones L,venta,todos,"RD$ 5,700,000",5700000.0,DOP,2.0,2,,sí,"Santo Domingo Este, Santo Domingo.Corales del Sur, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/residencial-emil-apartamento-de-2-habitaciones-l-q1gecdq
"Penthouse 136m² en Lucerna | 3 Hab | Terraza Privada | RD$5,500,000",venta,todos,"RD$5,500,000",5500000.0,DOP,3.0,3,136.0,sí,"Santo Domingo Este, Santo Domingo.Lucerna, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/tu-proximo-hogar-te-espera-en-lucerna-tsgkwj9
Residencial Caney Oriental – Apartamentos en Ciuda,venta,todos,"US$ 39,000",39000.0,USD,3.0,1,39.0,sí,"Santo Domingo Este, Santo Domingo.Ciudad Juan Bosh , Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/residencial-caney-oriental-apartamentos-en-ciuda-nh1rf7r
"Apartamentos en Nuevo Amanecer, San Isidro – Entrega Inmediata",venta,todos,"US$ 105,000",105000.0,USD,3.0,3,95.0,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-en-nuevo-amanecer-san-isidro-entrega-inmediata-e2etekq
Apartamento en ZONA COLONIAL SANTO DOMINGO DE GUZMÁN,venta,todos,"US$ 549,000",549000.0,USD,3.0,4,,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-zona-colonial-santo-domingo-de-guzman-bn6nntr
Apartamento en ENSANCHE NACO SANTO DOMINGO DE GUZMÁN,venta,todos,"US$ 495,000",495000.0,USD,3.0,3,42.0,sí,"location_onDistrito Nacional, Santo Domingo.Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-ensanche-naco-santo-domingo-de-guzman-8pzh9he
vendo apartamento el la zona más sentrica de Santo Domingo Este,venta,todos,"US$ 106,000",106000.0,USD,3.0,3,84.0,sí,"location_onSanto Domingo Este, Santo Domingo.Otro, Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/vendo-apartamento-el-la-zona-mas-sentrica-de-santo-domingo-este-sfq9s4b
Apartamento en Ensanche Paraíso,venta,todos,"US$ 139,000",139000.0,USD,2.0,1,,sí,"location_onDistrito Nacional, Santo Domingo.Paraíso, Distrito Nacionalhomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-ensanche-paraiso-ytbery4
Apartamento estudio Colina de los Ríos,venta,todos,"RD$ 3,900,000",3900000.0,DOP,1.0,1,,sí,"Distrito Nacional, Santo Domingo.Las Colinas de Los Ríos, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-estudio-6ta40tn
"Aptos 2, 3 hab.prox. al mall Colina Centro, en la",venta,todos,"US$ 78,000",78000.0,USD,3.0,3,,sí,"Santo Domingo Norte, Santo Domingo.Otro, Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/aptos-2-3-hab-prox-al-mall-colina-centro-en-la-3gdgv39
Apartamento en Venta Cerca del Coral Mall San Isidro,venta,todos,"RD$ 7,500,000",7500000.0,DOP,3.0,3,,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-cerca-del-coral-mall-san-isidro-vff9922
Casa en Venta en Villa Liberación con Local Incluido,venta,todos,"RD$ 5,000,000",5000000.0,DOP,1.0,3,,sí,"location_onSanto Domingo Este, Santo Domingo.Santo Domingo Estehomeapartamentos",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/casa-en-venta-en-villa-liberacion-con-local-incluido-3dzxj1a
Tu apartamento en el corazón de El Millón te esper,venta,todos,"US$ 270,000",270000.0,USD,3.0,3,175.0,sí,"Distrito Nacional, Santo Domingo.El Millón, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/tu-apartamento-en-el-corazon-de-el-millon-te-esper-cya2yzf
"Evaristo Morales 3 habitaciones, 2 parqueos, con a",venta,todos,"US$ 275,000",275000.0,USD,3.0,3,152.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/evaristo-morales-3-habitaciones-2-parqueos-con-a-7tf7571
venta de apartamento en la ecologica,venta,todos,"US$ 86,000",86000.0,USD,2.0,2,64.0,sí,"Santo Domingo Este, Santo Domingo.Otro, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/venta-de-apartamento-en-la-ecologica-q9c16gh
Exclusivo Pent-house con amplios espacios y una gr,venta,todos,"US$ 200,000",200000.0,USD,2.0,2,22.0,sí,"Distrito Nacional, Santo Domingo.Jardines Del Sur, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/exclusivo-pent-house-con-amplios-espacios-y-una-gr-kjnkz8w
Apartamento en venta con vista al Mar en Malecón Center,venta,todos,"US$ 375,000",375000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-con-vista-al-mar-en-malecon-center-wb5w08r
Apartamento en venta de 3 habitaciones vista al mar en Malecon Center,venta,todos,"US$ 390,000",390000.0,USD,3.0,3,,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-de-3-habitaciones-vista-al-mar-en-malecon-center-qf9961r
"APARTAMENTO EN VENTA, LOS ALCARRIZOS, SANTO DOMING",venta,todos,"RD$ 4,500,000",4500000.0,DOP,3.0,3,,sí,"Santo Domingo Este, Santo Domingo.Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-venta-los-alcarrizos-santo-doming-3413hgx
"Apartamentos de 2 habitaciones, con balcón, en Torre Nueva, en Urbanización Real",venta,todos,"US$ 238,705",238705.0,USD,2.0,2,30.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-de-2-habitaciones-con-balcon-en-torre-nueva-en-urbanizacion-real-ht7cvha
Amplio apartamento de 120 m² en segundo piso con 2,venta,todos,"RD$ 10,000,000",10000000.0,DOP,2.0,2,120.0,sí,"Distrito Nacional, Santo Domingo.Jardines Del Sur, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/amplio-apartamento-de-120-m-en-segundo-piso-con-2-yr7svaw
Apartamentos nuevos ubicado en Ensanche Isabelita.,venta,todos,"US$ 130,000",130000.0,USD,3.0,3,,sí,"Santo Domingo Este, Santo Domingo.Otro, Santo Domingo Este",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamentos-nuevos-ubicado-en-ensanche-isabelita-t8p5037
Apartamento en La Jacobo Majluta con TODO lo que b,venta,todos,"US$ 87,350",87350.0,USD,3.0,3,,sí,"Santo Domingo Norte, Santo Domingo.Colinas del Arroyo II, Santo Domingo Norte",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-la-jacobo-majluta-con-todo-lo-que-b-pyqr8f0
Apartamento Clásico con excelente iluminación en venta en el Millon,venta,todos,"RD$ 13,850,000",13850000.0,DOP,1.0,3,176.0,sí,"Distrito Nacional, Santo Domingo.Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-clasico-con-excelente-iluminacion-en-venta-en-el-millon-jgrs5cf
"Apartamento en Mirador Sur, amplio y moderno, en z",venta,todos,"US$ 265,000",265000.0,USD,,3,,sí,"Distrito Nacional, Santo Domingo.Mirador Sur, Distrito Nacional",https://www.corotos.com.do/anuncio/inmuebles-en-venta/apartamentos/apartamento-en-mirador-sur-amplio-y-moderno-en-z-8c9hpbb
